time,load,tmp1,wind1,swrad1
2023-03-14 12:00:00+00:00,26.101,-8.6815,6.8399997,0.0
2023-03-14 13:00:00+00:00,26.096,-9.6815,5.5887027,0.0
2023-03-14 14:00:00+00:00,24.098,-9.9815,2.4149535,0.0
2023-03-14 15:00:00+00:00,26.786,-10.6315,2.3051248,0.0
2023-03-14 16:00:00+00:00,21.974,-11.0315,3.0758414,0.0
2023-03-14 17:00:00+00:00,29.509,-11.3815,3.4152596,0.0
2023-03-14 18:00:00+00:00,17.282,-11.1315,3.6,0.0
2023-03-14 19:00:00+00:00,35.0,-11.3315,3.6,0.0
2023-03-14 20:00:00+00:00,30.0,-11.4815,3.2599385,0.0
2023-03-14 21:00:00+00:00,23.0,-11.7315,3.396233,0.0
2023-03-14 22:00:00+00:00,9.9,-11.9815,4.1046314,0.0
2023-03-14 23:00:00+00:00,9.0,-11.6815,4.39436,21.0
2023-03-15 00:00:00+00:00,7.0,-9.7315,5.1165614,120.0
2023-03-15 01:00:00+00:00,10.0,-8.5815,12.429127,236.0
2023-03-15 02:00:00+00:00,7.0,-8.1315,14.512064,306.0
2023-03-15 03:00:00+00:00,14.0,-7.7815,15.683776,285.0
2023-03-15 04:00:00+00:00,13.0,-7.1815,16.454008,356.0
2023-03-15 05:00:00+00:00,13.0,-6.3315,17.026896,390.0
2023-03-15 06:00:00+00:00,11.0,-5.3815002,15.315873,380.0
2023-03-15 07:00:00+00:00,13.0,-5.1815,15.807239,451.0
2023-03-15 08:00:00+00:00,34.063,-5.7815,16.1198,333.0
2023-03-15 09:00:00+00:00,35.585,-6.8815002,16.904673,145.0
2023-03-15 10:00:00+00:00,26.967,-8.0815,15.137133,25.0
2023-03-15 11:00:00+00:00,34.738,-9.0315,13.0447235,0.0
2023-03-15 12:00:00+00:00,31.065,-9.4815,11.304229,0.0
2023-03-15 13:00:00+00:00,22.903,-10.1815,10.703569,0.0
2023-03-15 14:00:00+00:00,22.347,-10.6315,8.669949,0.0
2023-03-15 15:00:00+00:00,30.662,-11.2315,6.989936,0.0
2023-03-15 16:00:00+00:00,22.951,-11.6815,7.5685663,0.0
2023-03-15 17:00:00+00:00,35.817,-12.2315,7.289444,0.0
2023-03-15 18:00:00+00:00,32.427,-13.3815,6.87779,0.0
2023-03-15 19:00:00+00:00,20.04,-13.5815,7.2359104,0.0
2023-03-15 20:00:00+00:00,26.0,-13.9815,7.2359104,0.0
2023-03-15 21:00:00+00:00,17.0,-14.2815,7.6367526,0.0
2023-03-15 22:00:00+00:00,9.3,-14.4315,7.9526596,0.0
2023-03-15 23:00:00+00:00,15.4,-13.8815,8.311245,40.0
2023-03-16 00:00:00+00:00,11.3,-11.9815,14.264361,195.0
2023-03-16 01:00:00+00:00,9.3,-10.1815,16.73516,374.0
2023-03-16 02:00:00+00:00,8.0,-8.6815,18.03237,525.0
2023-03-16 03:00:00+00:00,7.0,-7.3315,18.998316,633.0
2023-03-16 04:00:00+00:00,22.1,-6.3315,20.61766,688.0
2023-03-16 05:00:00+00:00,13.0,-5.7815,23.188583,647.0
